author,changes,common_name,familyetc,species,species_number,subspecies
"ANANJEVA, ERMAKOV, NGUYEN, NGUYEN, MURPHY, LUKONINA & ORLOV 2020",,,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",Acanthosaura prasina,23127,
"WOOD, GRISMER, GRISMER, AHMAD, ONN & BAUER 2009",,"E: Malayan Mountain Horned Agamid, Titiwangsa Horned Tree Lizard","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",Acanthosaura titiwangsaensis,10109,
LIU & RAO 2019,,Chinese: 铜壁关棘蜥 ,"Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",Acanthosaura tongbiguanensis,22400,
BOURRET 1937,,"E: Bourret's Odd-scaled Snake
Chinese: 青脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus ater,10110,
"ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE 2019",,E: Emily’s Burrowing Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus emilyae,22141,
BOULENGER 1908,,E: Formosa Odd-scaled Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus formosanus,10111,"Achalinus formosanus chigirai OTA & TOYAMA 1989
Achalinus formosanus formosanus BOULENGER 1908"
HUANG 1975,,"E: Hainan Odd-scaled Snake
Chinese: 海南脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus hainanus,10112,
(ZONG & MA 1983),,"E: Zong's Odd-scaled Snake
Chinese: 井冈山脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus jinggangensis,10113,
"ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE 2019",,E: Julian’s Burrowing Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus juliani,22135,
HU & ZHAO 1966,,"E: Szechwan Odd-scaled Snake
Chinese: 美姑脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus meiguensis,10114,
MAKI 1931,,E: Black Odd-scaled Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus niger,10115,
"LI, YU, WU, LIAO, TANG, LIU & GUO 2020",new species,"E: Pingbian odd-scaled snake
Chinese: 屏边脊蛇 (Ping Bian Ji She)","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus pingbianensis,23323,
BOULENGER 1888,,"E: Boulenger's Odd-scaled Snake
Chinese: 棕脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus rufescens,10116,
PETERS 1869,,"E: Peters' Odd-scaled Snake, Japanese odd-scaled snake
Chinese: 黑脊蛇","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus spinalis,10117,"
"
"ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE 2019",,E: Tim’s Burrowing Snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus timi,22138,
"LUU, ZIEGLER, HA, LO, HOANG, NGO, LE, TRAN & NGUYEN 2020",new species,"E: Trang An Burrowing Snake
Vietnamese: Rắn xe điếu tràng an","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus tranganensis,23311,
VAN DENBURGH 1912,,E: Amami odd-scaled snake,"Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus werneri,10118,
"WANG, LI & WANG 2019",,"E: Yunkai Mountain’s Odd-scaled Snake, Yunkai Mountain’s Burrowing Snake
Chinese: Yun Kai Ji She (云开脊蛇)","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus yunkaiensis,22367,
"MILLER, DAVIS, LUONG, DO, PHAM, ZIEGLER, LEE, DE QUEIROZ, REYNOLDS & NGUYEN 2020",new species,"Vietnamese: Ran xe dieu zug
E: Zugs’ Odd-Scaled Snake","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Achalinus zugorum,23400,
"CONRADIE, BUSSCHAU & EDWARDS 2018",,E: White-throated Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias albigularis,21380,
(PETERS 1854),,,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias aurantiacus,10119,"Acontias aurantiacus aurantiacus (PETERS 1854)
Acontias aurantiacus bazarutoensis BROADLEY 1990
Acontias aurantiacus carolinensis BROADLEY 1990"
(HEWITT 1929),,,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias bicolor,10120,
ESSEX 1925,,"E: Shortheaded Legless Skink, Shorthead Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias breviceps,10121,
(BOULENGER 1903),,E: Cregoe's Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias cregoi,20122,
(BROADLEY 1968),,E: FitzSimon's Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias fitzsimonsi,21646,
(FITZSIMONS 1941),,E: Mier Kalahari Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias gariepensis,10123,
ESSEX 1925,,"E: Thin-tailed Legless Skink, Slendertail Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias gracilicauda,10124,
BOULENGER 1887,,E: Gray’s Dwarf Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias grayi,21916,
(BROADLEY 1968),,E: Japp’s Burrowing Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias jappi,10125,
"(LAMB, BISWAS & BAUER 2010)",,"Kalahari Burrowing Skink, Kgalagadi Legless Skink
subtaeniatus: Stripe-bellied Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias kgalagadi,20127,"Acontias kgalagadi kgalagadi BOULENGER 1887
Acontias kgalagadi subtaeniatus (BROADLEY 1968)"
PETERS 1879,,"E: Striped Dwarf Legless Skink, Lined Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias lineatus,10127,
BROADLEY & GREER 1969,,E: Coastal Dwarf Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias litoralis,10128,
(LINNAEUS 1758),,"E: Cape Legless Skink, Golden Sand Skink; Spotted Slow Skink; Thick-tailed Blindworm, Erdslang, Linnaeus' Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias meleagris,10129,
HEWITT 1938,,"E: Namaqua Legless Skink, Namaqua Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias namaquensis,10130,
FITZSIMONS 1941,,"E: Western Burrowing Skink, Savanna Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias occidentalis,10131,
HEWITT 1937,,"E: Eastern Striped Blindworm, Eastern Cape Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias orientalis,10132,
(BROADLEY 1990),,E: Maputaland Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias parietalis,21647,
LOVERIDGE 1935,,"Percival's Lance Skink, Teita Limbless skink
tasmani: Tasman's Blindworrn or Legless Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias percivali,10133,
BIANCONI 1849,,"E: Giant Legless Skinks, Giant Lance Skink","Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias plumbeus,10134,
(JACOBSEN 1987),,E: Richard’s Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias richardi,10136,
"(LAMB, BISWAS & BAUER 2010)",,E: Wood-bush Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias rieppeli,10137,
"WAGNER, BROADLEY & BAUER 2012",,,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias schmitzi,20138,
WERNER 1910,,E: Namaqualand Dwarf Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias tristis,10139,
"CONRADIE, BUSSCHAU & EDWARDS 2018",,E: Wakkerstroom Legless Skink,"Scincidae, Acontinae; Scincoidea, Sauria, Squamata (lizards)",Acontias wakkerstroomensis,21383,
JAN 1860,,"E: Dumeril's boa
G: Dumerils Madagaskarboa","Boidae (Sanziniinae, Sanziniidae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Acrantophis dumerili,10140,
(DUMÉRIL & BIBRON 1844),,"E: Madagascar ground boa
G: nördliche Madagaskarboa","Boidae (Sanziniinae, Sanziniidae), Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",Acrantophis madagascariensis,10141,
(AMARAL 1933),,E: Amaral's Colobosaura,"Gymnophthalmidae (Gymnophthalminae), Iphisini, Sauria, Gymnophthalmoidea, Squamata (lizards)",Acratosaura mentalis,10142,
"RODRIGUES, CASSIMIRO, DE FREITAS & SANTOS SILVA 2009",,E: Spiny Colobosaura,"Gymnophthalmidae (Gymnophthalminae), Iphisini, Sauria, Gymnophthalmoidea, Squamata (lizards)",Acratosaura spinosa,10143,
(GRAY 1838),,"E: Bold-striped Cool-skink, Three-lined Skink","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Acritoscincus duperreyi,11495,
(PETERS 1881),,"E: Red-throated Cool-skink, Red-throated Skink","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Acritoscincus platynotus,11496,
(GRAY 1838),,"E: South-western Cool-skink, New Holland Skink","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Acritoscincus trilineatus,11497,
MCDOWELL 1979,,E: Arafura filesnake,"Acrochordidae, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Acrochordus arafurae,10144,
(SCHNEIDER 1799),,"E: Little filesnake, Marine File Snake, Wart Snake
G: Warzenschlange, Südostasiatische Warzenschlange
Chinese: 瘰鳞蛇","Acrochordidae, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Acrochordus granulatus,10145,
HORNSTEDT 1787,,"E: Javan File Snake, Elephant Trunk Snake
G: Java-Warzenschlange","Acrochordidae, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Acrochordus javanicus,10146,
(BAIRD & GIRARD 1852),,"E: (North-) Western Pond Turtle, Northern Pacific Pond Turtle","Emydidae, Emydinae, Testudinoidea, Testudines (turtles)",Actinemys marmorata,10147,
(SEELIGER 1945),,"E: Southwestern Pond Turtle, Southern Pacific Pond Turtle","Emydidae, Emydinae, Testudinoidea, Testudines (turtles)",Actinemys pallida,21085,
"WALLACH, BROWN, DIESMOS & GEE 2007",,E: Balbalan Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Acutotyphlops banaorum,10148,
(WAITE 1918),,E: Red Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Acutotyphlops infralabialis,10149,
WALLACH 1995,,E: Kunua Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Acutotyphlops kunuaensis,10150,
(PARKER 1939),,,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Acutotyphlops solomonis,10151,
(WAITE 1897),,E: Bismarck sharp-nosed blindsnake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Acutotyphlops subocularis,10152,
DUGÈS 1879,,"E: Cope's Mountain Meadow Snake
S: Pradera de Cope","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelophis copei,10153,
ROSSMAN & BLANEY 1968,,"E: Fox's Mountain Meadow Snake
S: Pradera de Fox","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelophis foxi,10154,
CAMPBELL & FORD 1982,,E: Dary's Burrowing Snake,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos daryi,10155,
CAMPBELL & BRODIE 1988,,,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos ibarrorum,10156,
LYNCH & SMITH 1966,,"E: Oaxacan Burrowing Snake
S: Ocotera de Oaxaca","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos latifasciatum,10157,
TAYLOR 1950,,"E: Middle American Burrowing Snake
S: Zacatera Roja","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos newmanorum,21174,
SMITH 1942,,"E: Burrowing Snake
S: Ocotera","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos nigrilatum,10158,
JAN 1862,,"E: Middle American Burrowing Snake
S: Zacatera de Jan","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos quadrivirgatum,10159,
(FISCHER 1885),,"E: Sargi’s earth Snake
S: zacatera de Sargi","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos sargii,20635,
STUART 1941,,E: Stuart's Burrowing Snake,"Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos veraepacis,10160,
(COPE 1866),,"E: Middle American Burrowing Snake
S: Zacatera de Cuatro-lineas","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Adelphicos visoninum,20636,
MYERS & DONNELLY 2001,,,"Gymnophthalmidae (Cercosaurinae s.l., Ecpleopodinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Adercosaurus vixadnexus,10161,
(BOULENGER 1906),,"E: Multi-scaled Forest Lizard, Green-bellied Forest Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Adolfus africanus,10162,
(BARBOUR 1914),,E: Alpine Meadow Lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Adolfus alleni,10163,
(BOULENGER 1899),,"E: Jackson’s Forest Lizard
G: Jacksons Gebirgseidechse","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Adolfus jacksoni,10164,
(LÖNNBERG 1907),,"E: Jackson’s Forest Lizard
G: Jacksons Gebirgseidechse","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Adolfus kibonotensis,21807,
"WAGNER, GREENBAUM & BRANCH 2014",,E: Western alpine meadow lizard,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Adolfus masavaensis,10165,
"GREENBAUM, DOWELL-BEER, HUGHES, WAGNER, ANDERSON, VILLANUEVA, MALONZA, KUSAMBA, ARISTOTE & BRANCH 2018",,,"Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",Adolfus mathewsensis,21806,
BOULENGER 1898,,E: Somali Snake,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Aeluroglena cucullata,10166,
(GÜNTHER 1864),,"E: Cat Gecko
G: Fuchsgesicht-Lidgecko","Eublepharidae, Gekkota, Sauria, Squamata (lizards: geckos)",Aeluroscalabotes felinus,10167,"Aeluroscalabotes felinus felinus (GÜNTHER 1864)
Aeluroscalabotes felinus multituberculatus KOPSTEIN 1927"
(BOULENGER 1888),,E: African Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura africana,10175,
(HEWITT 1925),,"E: Amatola Flat Gecko, Amatola Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura amatolica,10176,
LOVERIDGE 1944,,E: Bogert's Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura bogerti,10177,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Broadley’s Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura broadleyi,10178,
"BRANCH, GUYTON, SCHMITZ, BAREJ, NASKRECKI, FAROOQ, VERBURGT, RÖDEL 2017",,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura gorongosa,21191,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Granite Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura granitica,10179,
ONDERSTALL 1984,,"E: Haacke’s Flat Gecko, Haacke’s Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura haackei,10180,
(HEWITT 1935),,"E: Hall’s Flat Gecko, Inland Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura halli,10181,
MOUTON & MOSTET 1985,,"E: Haweqa Flat Gecko, Cape Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura hawequensis,10182,
(HEWITT 1925),,"E: Karoo Flat Gecko, Inland Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura karroica,10183,
(FITZSIMONS 1930),,"E: Lang’s Flat Gecko, Lang’s Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura langi,10184,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Leolo Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura leoloensis,10185,
BROADLEY 1963,,E: Loveridge’s Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura loveridgei,10186,
ONDERSTALL 1984,,"E: Swazi Flat gecko, Major Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura major,10187,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Maripi Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura maripi,10188,
(FITZSIMONS 1930),,"E: Marley’s Flat Gecko, Marley’s Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura marleyi,10189,
(HEWITT 1925),,"E: Woodbush Flat Gecko, Multipored Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura multiporis,10190,
(FITZSIMONS 1938),,"E: Namaqua Flat Gecko, Namaqua Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura namaquensis,10191,
(BOULENGER 1894),,"E: Mountain Flat Gecko, Drakensberg Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura nivaria,10192,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Pienaar’s Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura pienaari,10193,
(HEWITT 1925),,"E: Pondo Flat Gecko, Pondo Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura pondolia,10194,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Pongola Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura pongola,10195,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Rondavels Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura rondavelica,10196,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura rupestris,10197,
(HEWITT 1926),,"E: Tembu Flat gecko, Queenstown Rock Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura tembulica,10198,
HAACKE 1965,,E: African Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura tirasensis,10199,
(HEWITT 1925),,"E: Transvaal Rock Gecko, Transvaal Flat Gecko, Zimbabwe Flat Gecko, Limpopo Flat Gecko","Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura transvaalica,10200,
"JACOBSEN, KUHN, JACKMAN & BAUER 2014",,E: Waterberg Rock Gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afroedura waterbergensis,10201,
(BOULENGER 1907),,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afrogecko ansorgii,10202,
(DAUDIN 1802),,E: Marbled leaf-toed gecko,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Afrogecko porphyreus,10203,
(COPE 1861),,E: African Brown Water Snake,"Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Afronatrix anoscopus,10204,
(BOCAGE 1866),,E: Angola blind snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops angolensis,10206,
(BOCAGE 1873),,"E: Angolan giant blind-snake, Anomalous Beaked Snake","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops anomalus,10207,
(SMITH 1846),,E: Bibron's Blind Snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops bibronii,10208,
(BOULENGER 1889),,E: Blanford’s blind-snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops blanfordii,10209,
(SCORTECCI 1929),,E: Somali giant blind-snake ,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops brevis,10210,
(GANS & LAURENT 1965),,E: Calabresi’s blind-snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops calabresii,16182,
TRAPE 2019,,,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops chirioi,21964,
(DUMÉRIL & BIBRON 1844),,E: Blotched blind snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops congestus,10211,
(PETERS 1879),,"E: Wedge-snouted blind-snake, Wedgenose Worm Snake","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops cuneirostris,16184,
(PETERS 1868),,E: Elegant Worm Snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops elegans,10213,
(BIANCONI 1849),,E: Fornasini's Blind Snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops fornasinii,10214,
(MOCQUARD 1897),,E: Usambara Spotted Worm Snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops gierrai,10215,
(LOVERIDGE 1935),,E: Kakamega blind-snake,"Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Afrotyphlops kaimosae,10216,
